path,call_number,photographer_name,caption,year,month,state,city,county,longitude,latitude,avg_saturation,avg_value,avg_red,avg_orange,avg_yellow,avg_green,avg_blue,avg_violet,avg_black,avg_grey,avg_white
1a33782v.jpg,LC-DIG-fsac-1a33782,John Collier,"Bean field under cultivation, Seabrook Farm, Bridgeton, N.J.",1942,6,New Jersey,Bridgeton,Cumberland County,-75.2340768,39.427337,0.296886480028172,0.4809886857089754,0.05434019857562855,0.04406886785279805,1.845410077047851e-4,0,0.012646603178223845,6.692581609894567e-5,0.06276770326439578,0.2142192410533252,0.05634638901561233
1a33783v.jpg,LC-DIG-fsac-1a33783,John Collier,"Cultivating a field, Seabrook Farm, Bridgeton, N.J.",1942,6,New Jersey,Bridgeton,Cumberland County,-75.2340768,39.427337,0.3353835274323406,0.4753685726741677,0.13852064263205283,4.919936724689876e-4,2.422844137655062e-5,1.95390656262505e-6,0.003205188325330132,1.875750300120048e-4,0.06520186199479792,0.18352458170768307,0.08460688963085235
1a33784v.jpg,LC-DIG-fsac-1a33784,John Collier,"Harrowing a field with a diesel tractor, Seabrook Farm, Bridgeton, N.J.",1942,6,New Jersey,Bridgeton,Cumberland County,-75.2340768,39.427337,0.34462335284995443,0.39220131039880435,0.10061726045473,9.610992691839221e-4,3.964930978481527e-6,7.929861956963053e-7,0.03778698170422249,4.8054963459196105e-4,0.06686776796589525,0.2578858512231019,0.008579714144336175
1a33785v.jpg,LC-DIG-fsac-1a33785,John Collier,"Bean field [and canning factory] Seabrook Farm, Bridgeton, N.J.",1942,6,New Jersey,Bridgeton,Cumberland County,-75.2340768,39.427337,0.2778394179510122,0.2902301697956725,8.264130599273607e-4,0.015344405770782889,0.06731542259382567,9.139017100484261e-4,0,0,0.1381674359362389,0.19104880763216303,0.004117089764931396
1a33786v.jpg,LC-DIG-fsac-1a33786,John Collier,"Bean fields, Seabrook Farm, Bridgeton, N.J.",1942,6,New Jersey,Bridgeton,Cumberland County,-75.2340768,39.427337,0.26321684266220474,0.38118743364985724,0.023777055264471058,0.04822620384231537,0.014668709456087824,2.80688622754491e-5,1.0525823353293413e-5,4.8340818363273456e-5,0.11216356349800399,0.1600568394461078,0.061112930389221554
1a33787v.jpg,LC-DIG-fsac-1a33787,John Collier,"Bean canning factory in the field, Seabrook farm, Bridgeton, N.J.",1942,6,New Jersey,Bridgeton,Cumberland County,-75.2340768,39.427337,0.3005037916517674,0.40148211071918827,0.059796390214797136,0.09599912365751789,3.9155727923627685e-4,0,3.1075974542561656e-5,2.25300815433572e-5,0.06945286085421638,0.25743104241249004,0.00644943006662689
1a33788v.jpg,LC-DIG-fsac-1a33788,John Collier,"Part of string bean factory and field system, Seabrook Farm, Bridgeton, N.J.",1942,6,New Jersey,Bridgeton,Cumberland County,-75.2340768,39.427337,0.4487497990779613,0.317335837212583,0.005464768809952039,0.010334700989208634,0.001254855490607514,3.9031274980015986e-7,0.18246379458932854,2.470679706235012e-4,0.11408334270083934,0.21328991494304556,0.0059600756894484415
1a33789v.jpg,LC-DIG-fsac-1a33789,John Collier,"Day laborers (from nearby towns or migrant) picking string beans among the poles for overhead irrigation, Seabrook Farms, Bridgeton, N.J.",1942,6,New Jersey,Bridgeton,Cumberland County,-75.2340768,39.427337,0.19611514389807477,0.2143345485005072,5.299996239470518e-4,0.0017721495186522262,0.013933545176494184,4.50480094263939e-5,8.226158243080625e-6,6.267549137585238e-6,0.22051039786401924,0.11004131881768953,0.002781616651624549
1a33790v.jpg,LC-DIG-fsac-1a33790,John Collier,"Low flying planes from which dust or insecticide is spread onto crops by men who &quot;follow the season&quot; up the east coast, Seabrook Farm, Bridgeton, N.J.",1942,6,New Jersey,Bridgeton,Cumberland County,-75.2340768,39.427337,0.27991908718697267,0.34705670923968546,0.010097503662109375,0.027749379475911457,1.0426839192708333e-4,4.238552517361111e-7,0.005530463324652778,2.0726521809895834e-4,0.14332029554578993,0.16047710842556423,0.029535929361979168
1a33795v.jpg,LC-DIG-fsac-1a33795,Jack Delano,"View from the Skyline Drive, Virginia.",1940,NA,NA,NA,NA,NA,NA,0.24055070295330389,0.2967440529777232,0.007478072987916097,3.0325538645690835e-4,4.4530893752849977e-7,0,0.03023825809393525,4.4530893752849977e-7,0.1719248746010032,0.1132015397001824,0.048206919032147744
1a33796v.jpg,LC-DIG-fsac-1a33796,Jack Delano,"Mountain farm along the Skyline Drive, Virginia",1940,NA,NA,NA,NA,NA,NA,0.34299489483359313,0.32555850226375266,1.9259982638888888e-4,2.0345052083333332e-5,4.5211226851851854e-7,0,0.08055510344328703,4.521122685185185e-6,0.19267894603587962,0.04962248625578704,0.09103190104166667
1a33797v.jpg,LC-DIG-fsac-1a33797,Jack Delano,Field along the Skyline Drive in Virginia,1940,NA,NA,NA,NA,NA,NA,0.38983840955124444,0.34464520038939966,3.7054446173351773e-4,0.0931376786537575,0.001138647562240664,1.3507088520055326e-6,0.084471080423006,2.701417704011065e-6,0.07554604656523743,0.2430141338174274,0.01477315295066851
1a33798v.jpg,LC-DIG-fsac-1a33798,Jack Delano,Field of a mountain farm along the Skyline Drive in Virginia,1940,NA,NA,NA,NA,NA,NA,0.2504371618839903,0.33788266635677255,5.607938218390805e-4,0.08189655172413793,8.17169540229885e-5,0,8.979885057471264e-7,0,0.13099227729885057,0.1346668462643678,0.06767420977011494
1a33799v.jpg,LC-DIG-fsac-1a33799,Jack Delano,"A woman painting a view of the Shenandoah Valley from the Skyline Drive, near an entrance to the Appalachian Trail, Virginia",1940,NA,NA,NA,NA,NA,NA,0.18118246794545895,0.41029401566855944,0.0010257853364241559,5.595614895387541e-4,2.786198288159772e-6,0,0.027151966684498336,1.1005483238231099e-4,0.13362699863290536,0.1215437210235378,0.07816261367689016
1a33800v.jpg,LC-DIG-fsac-1a33800,Jack Delano,View in the mountains along Skyline Drive in Virginia,1940,NA,NA,NA,NA,NA,NA,0.18439823109538073,0.30675617628986285,3.3375029260299626e-5,5.4405869616104866e-5,0,0,0.025888507285814606,0,0.22220728727762173,0.05024496357092697,0.060881082484784646
1a33801v.jpg,LC-DIG-fsac-1a33801,Jack Delano,A mountain farm along the Skyline Drive in Virginia,1940,NA,NA,NA,NA,NA,NA,0.18083684975363262,0.26349656067222504,0.010775090549191374,0.004115952100179694,1.7109585579514825e-5,0,8.774146451033244e-7,2.193536612758311e-6,0.17789274834344115,0.12589101457210242,0.02954957041778976
1a33802v.jpg,LC-DIG-fsac-1a33802,Jack Delano,A mountain farm along the Skyline Drive in Virginia,1940,NA,NA,NA,NA,NA,NA,0.17736658296806093,0.3074161748394381,6.740993923611111e-4,0.0064254195601851855,1.3518156828703704e-4,0,0.004671676070601852,0,0.20215476707175925,0.06481300636574074,0.06636555989583333
1a33803v.jpg,LC-DIG-fsac-1a33803,Jack Delano,Horse in the pasture of a mountain farm along the Skyline Drive in Virginia,1940,NA,NA,NA,NA,NA,NA,0.42771695511763513,0.29551661196727547,2.2251355593607306e-4,0.03779207691210046,3.785851883561644e-4,0,0.11342438998287671,0,0.14832334474885844,0.17182416523972602,0.013185823344748859
1a33804v.jpg,LC-DIG-fsac-1a33804,Jack Delano,"Mountain farms along the Skyline Drive, Va.",1940,NA,NA,NA,NA,NA,NA,0.21214611914805898,0.3661370344289137,0.0175888712173315,0.03708250945667125,4.253711027051811e-5,0,2.1940193718477762e-5,0,0.10197802040348464,0.16264265603507566,0.06871265689477304
1a33805v.jpg,LC-DIG-fsac-1a33805,Jack Delano,A view of the mountains along the Skyline Drive in Virginia,1940,NA,NA,NA,NA,NA,NA,0.14989585023548832,0.31823665294840847,2.2061577916090364e-5,1.080567081604426e-5,0,0,0.021468616730059936,0,0.2214095457295989,0.04469630662171507,0.06722748098201936
1a33806v.jpg,LC-DIG-fsac-1a33806,Jack Delano,"The road along the Skyline Drive, with a light snowfall in the rocks beside, Virginia",1940,NA,NA,NA,NA,NA,NA,0.30376544603164923,0.25963221023644084,1.3544556171983357e-6,0.002636222116273694,0.0011079446948682385,2.7089112343966714e-6,0.06043987300624133,0,0.1775221769533056,0.1484361455443828,0.007375010835644937
1a33807v.jpg,LC-DIG-fsac-1a33807,Jack Delano,Fields along the Skyline Drive in Virginia,1940,NA,NA,NA,NA,NA,NA,0.23759361117869526,0.3682172255838099,1.1754918981481482e-5,0.008253309461805556,0.0015430591724537037,9.042245370370371e-7,0.01835982711226852,0,0.16866183810763888,0.10076316550925926,0.06390832971643519
1a33808v.jpg,LC-DIG-fsac-1a33808,Jack Delano,A mountain farm along the Skyline Drive in Virginia,1940,NA,NA,NA,NA,NA,NA,0.1464549825234968,0.3410832858221522,0.001025458536161335,0.013867911885720908,4.527410755679184e-7,0,0.00328644746754752,0,0.19178836346777933,0.0630192940136764,0.07852567585187761
1a33809v.jpg,LC-DIG-fsac-1a33809,Jack Delano,"View of a valley from the Skyline Drive, Virginia",1940,NA,NA,NA,NA,NA,NA,0.2075889398163573,0.4630060818697384,3.449813179347826e-5,1.9593169723731884e-4,4.42283740942029e-7,0,0.049649445906929345,0,0.12279035043025362,0.0936920608299366,0.11685092207314311
1a33810v.jpg,LC-DIG-fsac-1a33810,Jack Delano,"A woman painting a view of the Shenandoah Valley from the Skyline Drive, near an entrance to the Appalachian Trail, Virginia",1940,NA,NA,NA,NA,NA,NA,0.1974811294348005,0.40236331792443036,7.558018243554328e-4,4.97273538213628e-4,1.7984576427255986e-6,0,0.03440899084944751,1.133028314917127e-4,0.12976321506675875,0.12354414853821363,0.08002596972836096
1a33811v.jpg,LC-DIG-fsac-1a33811,Jack Delano,"Mountain farms along the Skyline Drive, Va.",1940,NA,NA,NA,NA,NA,NA,0.2594166481708085,0.30117915432491005,0.006335823188157293,8.037551440329219e-6,0,0,0.018764110368084133,2.6791838134430725e-6,0.20560145890489254,0.05222756272862369,0.0755043116998171
